Phone Number,Message,Received
CP-axioFS ,Received,Thank you for availing credit of Rs.0000.0000 using Pay Later. Click https://u.axio.co/w0000GKpGm0000PSfA for detailed information - axio
CP-axioFS ,Received,"Hi Sandipan Sanjib Dutta, Your Pay Later bill of Rs. 0000 is generated for DEC'0000 purchases. Bill amount will be debited on due date 0000-Jan. Please keep sufficient funds in bank a/c. Ignore if already paid. -axio"
CP-axioFS ,Received,UPDATE! Late payments done post 0000th March '0000 will incur revised late fees for your Pay Later account. For Details https://axio.co.in/soc-doc.pdf -axio
CP-AxisBk ,Received,0000 is SECRET OTP for txn of USD 0000.0000 on Axis Bank card XX0000 at Youzu Sing on 0000-0000-0000 0000:0000:0000. OTP valid for 0000 mins. Please do not share this OTP.
CP-AXISBK ,Received,"Spent
Card no. XX0000
INR 0000.0000
0000-0000-0000 0000:0000:0000
PAYU MONEY
Avl Lmt INR 0000.0000
SMS BLOCK 0000 to 0000, if not you - Axis Bank"
CP-AXISBK ,Received,"Spent
Card no. XX0000
INR 0000.0000
0000-0000-0000 0000:0000:0000
DREAMPLUG T
Avl Lmt INR 0000.0000
SMS BLOCK 0000 to 0000, if not you - Axis Bank"
CP-BIGBKT ,Received,"Dear bigbasketeer, Oil & Ghee range at Lowest Price on bb Supersaver! Save a min of Rs.0000 on your order. Update the bigbasket app to use Supersaver. https://u0000.mnge.co/0000R0000o0000GB"
CP-BIGBKT ,Received,"Dear bigbasketeer, Sona Masoori, Basmati, Idli Rice, Poha are priced lowest in the market. Save a min of Rs.0000 on your order. Update the bigbasket app to use Supersaver.https://u0000.mnge.co/oL0000wWpN"
CP-BIGBKT ,Received,"Dear bigbasketeer, it's your lucky day! Save Min. Rs.0000 on 0000+ products inside on bigbasket Supersaver. Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/nwonzJY"
CP-BirlaV ,Received,"Hurry up!
Last 0000 days to avail festive offers & 0000:0000 payment plan at Birla Vanya, Kalyan
Visit Birla Vanya, Kalyan Now!
0000 BHK: 0000 lacs*
RERA:P0000 
Call 0000

Rgds Birla Vanya"
CP-BLJSRI ,Received,"Congratulation! You are eligible for a AU BANK Credit Card with limit upto 0000 Lakhs.T&C Applied. Apply Now v.db0000.in/aw0000OzE SBJ
"
CP-BOBSMS ,Received,Important: Our UPI Services will be unavailable from 0000:0000 AM to 0000:0000 AM on 0000-Dec-0000 due to System Upgrade activity. We regret the inconvenience caused -BOB
CP-BROKRR ,Received,"Sell or Rent your house
with one call on
BROKER NETWORK
Free listing
Genuine Buyers
India's largest Broker Network
Call:
0000"
CP-BUYANT ,Received,Licence key for Kaspersky Internet Securi... is 0000AUPC-BWXP0000-MJG0000-0000U Thanks for purchasing with buyantiviruskey.com
CP-CARSEL ,Received,"Hello Sir, looking to sell your car? Book a home inspection. Give a missed call CARS0000 on 0000 or click  https://bit.ly/0000IPXCW0000 -CARS0000"
CP-CARSGR ,Received,"Dear 0000,
sell your car for a great price.
Give a missed call 0000
and get paid instantly.
Visit alsc.in/0000jrcuv to book home inspection
-CARS0000"
CP-CARSGR ,Received,"Dear 0000,
sell your car for a great price.
Give a missed call 0000
and get paid instantly.
Visit alsc.in/0000ktc0000z to book home inspection
-CARS0000"
CP-CARSIN ,Received,"Dear Customer, Now sell car from home & get free RC transfer. Give a missed call on 0000 or book inspection https://bit.ly/0000IPXCW0000 
. -CARS0000"
CP-CARSIN ,Received,"Dear 0000,
book a CARS0000 home inspection and get the best price for your car.
Give a missed call on 0000
or
visit alsc.in/0000a0000nig .
-CARS0000"
CP-CARSIN ,Received,"Dear 0000,
book a CARS0000 home inspection and get the best price for your car.
Give a missed call on 0000
or
visit alsc.in/0000a0000lw .
-CARS0000"
CP-CARTFK ,Received,"Dear Customer,
Call
0000
if you want an amazing deal for your car! Book inspection@
bit.ly/0000Wxv0000zu
-CARS0000"
CP-CARTFP ,Received,"Dear 0000,
Imagine selling your car from home,
Get best price & FREE RC Transfer with CARS0000!
Give MissCall 0000
or
head to alsc.in/0000cp0000
-CARS0000"
CP-CARTFP ,Received,"Dear Customer,
Book a CARS0000 home inspection to sell your car easily!
Give missed call @
0000
or
click
https://bit.ly/0000iX0000iKV
-CARS0000"
CP-CDKRES ,Received,"Chandak launches Codename Nostalgia
Luxury homes with balconies, and 0000+ amenities at Malad (W)
Starting 0000.0000cr++
Call 0000
Click 0000"
CP-DIGIMM ,Received,"Large 0000/0000/0000BHK start @ 0000.0000Cr All in

Fully Loaded Amenities
Nearing Possession
ISKON TEMPLE

Piramal Realty-Thane
Call 0000

Chat wa.link/piramal

DIGIMM"
CP-DLHVRY ,Received,Your JIOMART0000P SURFACE package with AWB 0000 will be delivered today. Please share OTP 0000 with the delivery agent. - Delhivery
CP-DLHVRY ,Received,"0000 is OTP for JIOMART0000P SURFACE(Eatyumm Dry Fresh and Kh), AWB(0000).Share when agent is at your premise.Track here: bit.ly/0000AVGYUz -Delhivery"
CP-DLHVRY ,Received,"0000 is OTP for JIOMART0000P SURFACE(Marwar Aam Papad Moist P), AWB(0000).Share when agent is at your premise.Track here: bit.ly/0000AVGYUz -Delhivery"
CP-DMBVLI ,Received,"Lifestyle Homes by India's No.0000 Developer @Manpada, Dombivali

0000BHK@ 0000.0000L
0000BHK@ 0000.0000L

Just 0000 Min from Station

Call 0000

Chat: https://wa.link/DMBVLI"
CP-DOMINO ,Received,<#>Your Domino's login OTP is 0000 @m.dominos.co.in #0000 CxLLAPJi0000h+
CP-DOMINO ,Received,Thanks for choosing Domino's.We will deliver your order hot & fresh in 0000 mins|Order no. 0000 |Amount:Rs. 0000.0000 |Track order@ https://bit.ly/0000C0000rv0000O
CP-DOSTYY ,Received,"Dosti Nest@ Thane W
0000 BHK@ Rs. 0000.0000L* onwards
0000.0000% Home Loan Interest
for 0000 Months/Pre-EMI Holiday
0000% SDR Charges
RERA Reg
*T&C Apply
Call: 0000
DOSTYY"
CP-drsdil ,Received,"Thanks for Choosing Agarwal Packers, DRS Group.U will receive a call shortly.Download App Android https://goo.gl/lfUX0000f IOS: https://goo.gl/dxoc0000R ph:0000"
CP-Drtspl ,Received,DrtsplI am a H.R . We are hiring for part/full time task. Daily income:0000-0000Rs. Apply now:  pincode
CP-ELODHA ,Received,"Enjoy A HUGE DECK with lifetime unobstructed Creek Views

0000BHK 0000 CRPT  0000 Lacs
0000BHK 0000 CRPT  0000.0000 Cr
All In Price

Call 0000

Chat wa.link/Thane
ELODHA"
CP-eTRNCS ,Received,Tata 0000MG Online Pharmacy Health Partner Bumper Sales Get upto 0000% on All RX Medicine COD Fast Delivery eTRNCS Call 0000 v.db0000.in/0000K0000wYZ
CP-EUREKA ,Received,"Dear Customer, Please share this Satisfaction code 0000 with our Service Engineer once your request no WO-0000-0000 is attended. EurekaForbes"
CP-FINONE ,Received,"Dear Customer, Apply for lifetime free IDFC FIRST Bank Credit Card to get never expiring 0000X Reward Points & much more. Apply now v.db0000.in/bG0000lgM TCA Green"
CP-GLAKES ,Received,"Dear Learner, Have you missed filling in the Great Lakes PGDM (Online) application form? Do it now. Click here weurl.co/RtwEmK rjctdlast0000days
-Great Lakes"
CP-GLAKES ,Received,"Dear Learner, Have you missed filling in the Great Lakes PGDM (Online) application form? Do it now. Click here weurl.co/0000tc0000M0000
-Great Lakes"
CP-GLEARN ,Received,"Dear Candidate, The Application Deadline for Great Lakes PG Program in Management for Executives is today. Apply Now: weurl.co/ctnAhR
Great Learning"
CP-GLEARN ,Received,"Dear Candidate, Join us for the Admission Webinar on ""PGDM (online) for Aspiring Business Leaders"" with Sandy Rajput, Admission Team, Great Lakes on 0000th May'0000 at 0000:0000 PM Register now: weurl.co/dtUZ0000i
Great Lakes"
CP-GLEARN ,Received,"Dear Candidate, Join us for the Admission Webinar on ""PGDM (online) for Aspiring Business Leaders"" with Sandy Rajput, Admission Team, Great Lakes on 0000th May'0000 at 0000:0000 PM Register now: weurl.co/gtg0000vv
Great Lakes"
CP-GLEARN ,Received,"0000 mins left for webinar, ""PGDM (online) for Aspiring Business Leaders"", to start. Join us live at 0000:0000 PM today. Dedicated Q&A round. Link to join: weurl.co/itOrVI
Great Lakes"
CP-GLEARN ,Received,"Dear Candidate, The Application Deadline for Great Lakes PG Program in Management for Executives is today. Apply Now: weurl.co/ltJVH0000
Great Learning"
CP-GLEARN ,Received,"Dear Candidate, Join us for the Live Masterclass on ""Building Brand Reputation through Digital Marketing"" with Akram Ali, Mentor & Trainer - Marketing on 0000th May'0000 at 0000:0000 PM Register now: weurl.co/tt0000TRG
Great Lakes"
CP-GLEARN ,Received,"Dear Candidate, Join us for the Live Masterclass on ""Building Brand Reputation through Digital Marketing"" with Akram Ali, Mentor & Trainer - Marketing on 0000th May'0000 at 0000:0000 PM Register now: weurl.co/ut0000Hg
Great Lakes"
CP-GLEARN ,Received,"Dear Candidate, The Application Deadline for Great Lakes PG Program in Management for Executives is today. Apply Now: weurl.co/wtI0000n
Great Learning"
CP-GLEARN ,Received,"Dear Candidate, Join us for the Live Masterclass on ""Building Brand Reputation through Digital Marketing"" with Akram Ali, Mentor & Trainer - Marketing on 0000th May'0000 at 0000:0000 PM Register now: weurl.co/ythesb
Great Lakes"
CP-GLEARN ,Received,"0000 mins left for webinar, ""Building Brand Reputation through Digital Marketing"", to start. Join us live at 0000:0000 PM today. Dedicated Q&A round. Link to join: weurl.co/ytOObq
Great Lakes"
CP-GLEARN ,Received,"Dear Candidate, The Application Deadline for Great Lakes PG Program in Management for Executives is today. Apply Now: weurl.co/GtxhX0000
Great Learning"
CP-GLEARN ,Received,"Dear Candidate, Join us for the Admission Webinar on ""Unlock Opportunities: Q&A on PGDM (online) Program"" with Nitin Arora, Admission Team, Great Lakes on 0000th June'0000 at 0000:0000 PM Register now: weurl.co/WtKLk0000
Great Lakes"
CP-GLEARN ,Received,"Dear Candidate, Join us for the Admission Webinar on ""Unlock Opportunities: Q&A on PGDM (online) Program"" with Nitin Arora, Admission Team, Great Lakes on 0000th June'0000 at 0000:0000 PM Register now: weurl.co/XtS0000VQ
Great Lakes"
CP-GLEARN ,Received,"Dear Candidate, Join us for the Admission Webinar on ""Unlock Opportunities: Q&A on PGDM (online) Program"" with Mudita Sadana, Admission Team, Great Lakes on 0000th June'0000 at 0000:0000 PM Register now: weurl.co/ZtLoHT
Great Lakes"
CP-GLEARN ,Received,"0000 mins left for webinar, ""Unlock Opportunities: Q&A on PGDM (online) Program"", to start. Join us live at 0000:0000 PM today. Dedicated Q&A round. Link to join: weurl.co/ZtV0000J0000
Great Lakes"
CP-GLEARN ,Received,"0000 mins left for webinar, ""Unlock Opportunities: Q&A on PGDM (online) Program"", to start. Join us live at 0000:0000 PM today. Dedicated Q&A round. Link to join: weurl.co/0000tkmKP
Great Lakes"
CP-GLEARN ,Received,"Dear Candidate, The Application Deadline for Great Lakes PG Program in Management for Executives is today. Apply Now: weurl.co/0000tNvzk
Great Learning"
CP-GLEARN ,Received,"Dear Candidate, Join us for the Live Masterclass on ""Demand forecasting using data science"" with Dr. Abhinanda Sarkar, Ph.D Stanford University on 0000th June'0000 at 0000:0000 PM Register now: weurl.co/aud0000k0000
Great Lakes"
CP-GLEARN ,Received,"0000 mins left for webinar, ""Demand forecasting using data science"", to start. Join us live at 0000:0000 PM today. Dedicated Q&A round. Link to join: weurl.co/cupOyX
Great Lakes"
CP-GLEARN ,Received,"0000 mins left for webinar, ""Demand forecasting using data science"", to start. Join us live at 0000:0000 PM today. Dedicated Q&A round. Link to join: weurl.co/cusXzT
Great Lakes"
CP-GNPGRP ,Received,"Shops & Offices next to Burger king, Opp. pendharkar college. @0000L* Assured Rent for 0000 yr*. Pre leased options also available. 
Call: 0000
GNP Arcadia"
CP-GNPGRP ,Received,"Shops & Offices next to Burger king, Opp. pendharkar college. 
OC received,0000 lacs*onwards.
Pre leased options also available. Call: 0000
GNP Arcadia"
CP-GNTOCH ,Received,KARNATAKA STATE GOVT EMPLOYEES HOUSING CO-OPERATIVE SOCIETY SITES NEAR RAJANUKUNTE - 0000% FOR GENERAL PUBLIC. CALL- 0000 WWW.SBIHOUSING.COM By Green Touch
CP-HIRANA ,Received,"Come Home to Pride.Everyday! At Hiranandani Gardens,Powai.Pay 0000% Now & Book Ready 0000 BHK Homes at Rs.0000.0000 Cr. in Regent Hill. RERA P0000 Call 0000"
CP-HOABHL ,Received,"Your own land with ocean views  TomorrowView, Anjarle  0000.0000L
Soon a 0000hr drive from Mumbai & Pune
The House of Abhinandan Lodha
0000
wa.link/eglvgx"
CP-HOABHL ,Received,"Your own land with ocean views  TomorrowView, Anjarle  0000.0000L
Soon a 0000hr drive from Mumbai & Pune
The House of Abhinandan Lodha
0000
wa.link/bdk0000tr"
CP-HOABHL ,Received,"Glorious views & 0000x growth  TomorrowView
Oceanfront plots  Anjarle-Goa of tomorrow
Starting  0000.0000L
The House of Abhinandan Lodha
 0000
wa.link/eglvgx"
CP-HOABLR ,Received,"Invest in the Lap of Nature,
NA Villa Plots From House of Abhinandan Lodha Matheran
Starts from 0000.0000lacs.
0000
https://wa.link/w0000rd0000a"
CP-HXPAIS ,Received, ! RummyCircle   0000 !   :  0000ji.me/p/favqO Hexa
CP-HXPAIS ,Received, ! RummyCircle   0000 !   :  0000ji.me/p/ffVvk Hexa
CP-HXPAIS ,Received, ! RummyCircle   0000 !   :  0000ji.me/p/fp0000H Hexa
CP-IPCARS ,Received,"Hello Sir, sell your car from your door & get paid instantly! Give missed call now 0000 or click  https://bit.ly/0000IPXCW0000 -CARS0000"
CP-JAIBUI ,Received,"Sindhudurg Property exhibition organized by Credai from 0000th to 0000th April Time-0000-0000 at Ravindra Natya Mandir, Prabhadevi. Jaitapkar"
CP-JAITBD ,Received,"Sindhudurg Konkan Vastu Exhibition at Ravindra Natya Mandir,Prabhadevi organized by Credai from 0000th to 0000th April.Book your dream home Jaitapkar"
CP-KMDWST ,Received,"Kamdhenu officesuites @0000.0000L+ with No.0000 Amenities in Navi Mumbai. Book now & get assured rental income of 0000k* Thane-Belapur Rd Call 0000
XR- 0000"
CP-KUMRMA ,Received,"Get the High Street Experience,Influencer Style!Book a Fashionable 0000BHK from 0000L*.Kumar Megapolis,Hinjawadi Ph 0000.XR0000 Call 0000 KUMRMA"
CP-LNTFPL ,Received,"Dear Sandipan, Apply for an Instant pre-approved personal loan upto Rs. 0000 lakh with L&T Finance. Click here http://acl.cc/b0000pL0000oq0000"
CP-LNTFPL ,Received,"Dear Sandipan, Apply for an Instant pre-approved personal loan upto Rs. 0000 lakh with L&T Finance. Click here http://acl.cc/n0000BpNoXZ"
CP-LNTFPL ,Received,Dear Sandipan obtain a persoanl loan of upto 0000lakh with just a click.To apply https://planet.ltfs.com/LTFS-CL/ . L&T Finance.
CP-LNTFPL ,Received,"Dear Sandipan,get quick funds with a pre-approved Personal Loan of upto 0000Lakh from L&T Finance. To APPLY CLICK https://planet.ltfs.com/LTFS-CL/"
CP-LNTFPL ,Received,"Dear Customer, avail L&T Finance personal loan of upto Rs 0000 lakh with an instant disbursal. Click https://planet.ltfs.com/LTFS-INSTA/ apply."
CP-LNTFPL ,Received,"Dear Customer, we have curated a personal loan offer of upto Rs 0000 lacs for you. Click https://planet.ltfs.com/LTFS-INSTA/ to apply -L&T Finance"
CP-LNTFPL ,Received,Dear Customer L&T Finance presents Easy pre approved personal loan up to Rs. 0000 lakh. Click here https://planet.ltfs.com/LTFS-INSTA/
CP-LNTFPL ,Received,Dear Sandipan L&T Finance presents Easy pre approved personal loan up to Rs. 0000 lakh. Click here https://planet.ltfs.com/LTFS-CL/
CP-LNTFPL ,Received,Dear Sandipan L&T Finance presents Easy pre approved personal loan up to Rs. 0000 lakh. Click here https://planet.ltfs.com/LTFS-INSTA/
CP-LNTFPL ,Received,"Dear Sandipan,obtain immediate funds with a pre-approved Personal Loan of upto 0000lacs from L&T Finance.To APPLY CLICK https://planet.ltfs.com/LTFS-INSTA/"
CP-LNTFPL ,Received,"Dear Customer, stay money ready with pre-approved personal loan of upto Rs 0000 lakhs with minimal documentation. Click https://planet.ltfs.com/LTFS-INSTA/ to apply -L&T Finance"
CP-LNTFPL ,Received,"Dear Sandipan, get your paperless personal loan upto Rs 0000 lakh Instantly. Click Now https://planet.ltfs.com/LTFS-CL/ apply. L&T Finance."
CP-LNTFPL ,Received,"Dear Sandipan, get funds anytime, anywhere! Get up to Rs. 0000 lakhs with L&T Finance. Click here https://planet.ltfs.com/LTFS-CL/ to apply."
CP-LNTFPL ,Received,"Dear Customer, we have curated a personal loan offer of upto Rs 0000 lacs for you. Click https://planet.ltfs.com/LTFS-INSTA/ to apply. L&T Finance."
CP-LNTFPL ,Received,"Dear Customer, Get your paperless personal loan upto Rs.0000 lakh instantly.Click https://planet.ltfs.com/LTFS-INSTA/ to apply with L&T Finance Ltd."
CP-LNTFPL ,Received,"Dear Sandipan, Get your paperless personal loan upto Rs.0000 lakh instantly.Click https://planet.ltfs.com/LTFS-CL/ to apply with L&T Finance Ltd."
CP-ManHos ,Received,"""Manipal Hospitals,Baner is now open and offers you their new-age healthcare experience. 
0000
https://www.manipalhospitals.com/baner
Lifes On,Pune!"""
CP-MNTOAK ,Received,Thank you for the payment of Rs. 0000.0000 via BharatQR UPI ID saxxxxxxxxxxxxx okicici through HDFC Bank SmartHub Vyapar on 0000-0000-0000 0000:0000:0000 . Receipt: https://hdfcmmp.mintoak.com/HDFC0000/redirect/0000h0000e0000qkuT0000A -Mintoak
CP-MYCRKT ,Received,"Dear 0000XX,
Get Rs0000 Bonus, IND vs SA T0000 Match on My0000cirlce.
First Prize: Rs.0000,0000,0000/- (0000Cr) 
Entry fees: 0000
0000mx.in/b0000czcEwpG WIN"
CP-MYLNVE ,Received,"Congrats 0000, Rs.0000 SPECIAL Bonus Cash for you HYD vs LSD T0000 Match on My0000Circle Prize pool - 0000,0000,0000,0000 Entry Fee - 0000 Join Now -  lp0000.in/p/pgUmSNtr"
CP-MYNTRA ,Received,"Sandy, owning your fave picks just got easier!
Buy 0000, Get 0000 FREE & more on Myntra
Get the best fits @ Super Style-Up Days
smsd.in/kzKkGgb0000"
CP-MYNTRA ,Received,"Sandipan, stay tuned for the the great reaveal!
Sale Prices are revealing tonight
Add to cart @ Myntra's End Of Reason Sale
smsd.in/mal0000uSi0000"
CP-MYNTRA ,Received,"Sandy, stay tuned for the the great reaveal!
Sale Prices are revealing tonight
Add to cart @ Myntra's End Of Reason Sale
smsd.in/majUq0000ea"
CP-MYNTRA ,Received,"Sandipan, something big is coming!
Myntra's End Of Reason Sale starts at midnight
Get great offers on your 0000st order
Add to cart now
smsd.in/mf0000ZesBS"
CP-MYNTRA ,Received,"Sandipan, picking your OOTD just got super-easy
Buy 0000 @ Rs.0000 & save big on top styles
Free Shipping @ Myntra's End Of Reason Sale
smsd.in/m0000s0000bVLS"
CP-MYTNEU ,Received,"Hi, your Rs0000 Tata Neu only Grand Savings Day Health voucher is here.
Valid till 0000Sep
Use code TNMG0000
Shop now https://tneu.in/rHc0000yO
*TC Apply"
CP-MYTNEU ,Received,"Hi there!  Use 0000 as your OTP to login to Tata Neu. The code is valid for just 0000 mins. It's great to have you back! 
- Team Tata Neu

mytTjKEKMvy"
CP-NBHome ,Received,"Hi Sandipan Dutta, Check out your new dream house now! Just a click and you get thousands of options in your city only on NoBroker! VISIT https://u0000.mnge.co/VM0000NwQP"
CP-NKGSBK ,Received,"Dear NKGSB Bank Customer, Earn Higher Returns on Fixed Deposit for 0000 months. To know more click on https://bit.ly/0000uY0000Xn"
